Term	Methods Included	Methods Found Significant	enrichr Adjusted P-value	enrichr P-value	enrichr Combined Score	enrichr Genes	prerank FDR q-val	prerank NOM p-val	prerank NES	prerank Lead genes	wilcoxon FDR q-val	wilcoxon NOM p-val	wilcoxon NES	wilcoxon Lead genes
194315	1	0									0.4897030132234988	0.1935483870967742	-1.3093279816415488	FMNL1;MCF2L;GFOD1
9012999	1	0									0.4897030132234988	0.1935483870967742	-1.3093279816415488	FMNL1;MCF2L;GFOD1
9716542	1	0									0.4897030132234988	0.1935483870967742	-1.3093279816415488	FMNL1;MCF2L;GFOD1
381183	1	0									0.3930197268588771	0.1363636363636363	-1.2978889335006978	NFYA;HSPA5
381033	1	0									0.3930197268588771	0.1363636363636363	-1.2978889335006978	NFYA;HSPA5
983169	1	0									0.3646433990895296	0.2	-1.2909761566894558	HSPA5;TRIM9;CALR
1280218	1	0									0.9705215419501134	0.3255813953488372	1.2841283707192337	TREML1
8953897	1	0									0.3300455235204856	0.25	-1.2584636572198191	NFYA;HSPA5;PDIA6;CALR;HSPH1;BMAL1
2262752	1	0									0.3300455235204856	0.25	-1.2584636572198191	NFYA;HSPA5;PDIA6;CALR;HSPH1;BMAL1
1643685	1	0									0.3330220613983892	0.1964285714285714	-1.2254429515442606	IRS2;CALR;HDAC5
198933	1	0									0.5691609977324263	0.2765957446808511	1.1945204820684188	TREML1
168256	1	0									0.4444444444444444	0.5263157894736842	1.115779545860499	TREML1
1430728	1	0									0.5179926295252547	0.4262295081967213	-1.03294021773381	NFYA
6798695	1	0									0.4546485260770975	0.4324324324324324	0.9299181073891584	RAP2B;SCAMP1;DOK3
162582	1	0									0.6163884673748102	0.4305555555555556	-0.9241945965706896	FMNL1;MCF2L;IRS2;GFOD1;HDAC5
5653656	1	0									0.903072837632777	0.8363636363636363	-0.675609480810191	CALR;HSPH1;SNAPIN;NECAP1
392499	1	0									0.9749620637329288	0.9142857142857144	-0.4664589791076111	PDIA6;CALR
597592	1	0									0.9749620637329288	0.9142857142857144	-0.4664589791076111	PDIA6;CALR
